"","Date","Rot","Home","Close","Season","Away","i.Close","Home_Spread"
"341","1/04/2017",586,"WashingtonState",4,"2016-17","OregonState",132,-4
"342","1/04/2018",586,"MurrayState",14.5,"2017-18","SEMissouriSt",151.5,-14.5
"343","1/04/2017",588,"Canisius",9,"2016-17","Quinnipiac",163,-9
"344","1/04/2018",588,"OralRoberts",153,"2017-18","IPFW",2,2
"345","1/04/2017",590,"Niagara",151.5,"2016-17","Siena",5,5
"346","1/04/2018",590,"EasternKentucky",6,"2017-18","SIUEdwardsville",146.5,-6
"347","1/04/2017",592,"NebraskaOmaha",173.5,"2016-17","IPFW",3,3
"348","1/04/2018",592,"TennesseeState",127,"2017-18","JacksonvilleSt",5.5,5.5
"349","1/04/2017",594,"WesternIllinois",1,"2016-17","SouthDakotaState",143,-1
"350","1/04/2018",594,"E.Washington",2,"2017-18","PortlandState",167.5,-2
"351","1/04/2017",596,"DenverU",5.5,"2016-17","SouthDakota",141.5,-5.5
"352","1/04/2018",596,"WeberState",10.5,"2017-18","NorthernArizona",143.5,-10.5
"353","1/04/2018",598,"IdahoState",5,"2017-18","SouthernUtah",156,-5
"354","1/04/2018",600,"MontanaState",153,"2017-18","No.Colorado",3,3
"355","1/04/2018",602,"Montana",15,"2017-18","NorthDakota",149.5,-15
"356","1/04/2018",604,"IdahoU",14,"2017-18","SacramentoState",135,-14
"357","1/05/2016",710,"RhodeIsland",5,"2015-16","Richmond",144.5,-5
"358","1/05/2016",712,"IndianaU",7.5,"2015-16","Wisconsin",144.5,-7.5
"359","1/05/2016",714,"PennState",5.5,"2015-16","MinnesotaU",133,-5.5
"360","1/05/2016",716,"St.Josephs",1,"2015-16","VaCommonwealth",144,-1
"361","1/05/2016",718,"Providence",10,"2015-16","Marquette",151.5,-10
"362","1/05/2017",718,"MemphisU",7,"2016-17","Connecticut",127.5,-7
"363","1/05/2016",720,"Tulsa",12,"2015-16","EastCarolina",143,-12
"364","1/05/2017",720,"Drexel",157.5,"2016-17","NCWilmington",12.5,12.5
"365","1/05/2016",722,"WesternMichigan",146.5,"2015-16","KentState",1.5,1.5
"366","1/05/2017",722,"Northeastern",11.5,"2016-17","Delaware",129.5,-11.5
"367","1/05/2016",724,"Buffalo",141.5,"2015-16","Akron",2,2
"368","1/05/2017",724,"Hofstra",7.5,"2016-17","JamesMadison",140,-7.5
"369","1/05/2016",726,"Auburn",157,"2015-16","SouthCarolina",7,7
"370","1/05/2017",726,"CollCharleston",6.5,"2016-17","Towson",124.5,-6.5
"371","1/05/2016",728,"Depaul",152,"2015-16","Butler",10,10
"372","1/05/2017",728,"Marshall",3.5,"2016-17","OldDominion",145.5,-3.5
"373","1/05/2016",730,"Syracuse",4.5,"2015-16","Clemson",124.5,-4.5
"374","1/05/2017",730,"OhioState",142.5,"2016-17","Purdue",3,3
"375","1/05/2016",732,"Connecticut",10,"2015-16","Temple",141,-10
"376","1/05/2017",732,"William&Mary",6,"2016-17","Elon",155.5,-6
"377","1/05/2016",734,"Texas",6,"2015-16","KansasState",137,-6
"378","1/05/2017",734,"LouisianaTech",15,"2016-17","UTEP",141,-15
"379","1/05/2016",736,"Baylor",9.5,"2015-16","OklahomaState",135,-9.5
"380","1/05/2017",736,"GeoWashington",145.5,"2016-17","Davidson",1,1
"381","1/05/2016",738,"HoustonU",10.5,"2015-16","Tulane",142,-10.5
"382","1/05/2017",738,"NorthernKentucky",10,"2016-17","YoungstownState",155.5,-10
"383","1/05/2016",740,"Iowa",13.5,"2015-16","Nebraska",141.5,-13.5
"384","1/05/2017",740,"WrightState",6.5,"2016-17","ClevelandState",137,-6.5
"385","1/05/2016",742,"LSU",156.5,"2015-16","Kentucky",2.5,2.5
"386","1/05/2017",742,"SouthernMiss",127,"2016-17","TexSanAntonio",2,2
"387","1/05/2016",744,"Creighton",3,"2015-16","Georgetown",152,-3
"388","1/05/2017",744,"Rice",144,"2016-17","MiddleTennSt",2,2
"389","1/05/2016",746,"Arkansas",152.5,"2015-16","Vanderbilt",2,2
"390","1/05/2017",746,"WesternKentucky",5,"2016-17","CharlotteU",154,-5
"391","1/05/2016",748,"UtahState",145,"2015-16","BoiseState",1.5,1.5
"392","1/05/2017",748,"NorthTexas",138,"2016-17","UAB",6.5,6.5
"393","1/05/2016",750,"NCGreensboro",131,"2015-16","Furman",1.5,1.5
"394","1/05/2017",750,"UCLA",10.5,"2016-17","California",157,-10.5
"395","1/05/2016",752,"VMI",137.5,"2015-16","Wofford",4,4
"396","1/05/2017",752,"Northwestern",3.5,"2016-17","MinnesotaU",140.5,-3.5
"397","1/05/2016",754,"TennesseeChat",5,"2015-16","Mercer",127,-5
"398","1/05/2017",754,"Nebraska",2.5,"2016-17","Iowa",149,-2.5
"399","1/05/2016",756,"Samford",10,"2015-16","TheCitadel",171.5,-10
"400","1/05/2017",756,"ArizonaState",153.5,"2016-17","Colorado",1.5,1.5
"401","1/05/2017",758,"SanDiego",1,"2016-17","Pacific",137.5,-1
"402","1/05/2017",760,"Arizona",10,"2016-17","UtahU",139,-10
"403","1/05/2017",762,"SaintMarysCA",10.5,"2016-17","BYU",144.5,-10.5
"404","1/05/2017",764,"SanFrancisco",147.5,"2016-17","Gonzaga",14,14
"405","1/05/2017",766,"CSFullerton",7,"2016-17","Hawaii",141,-7
"406","1/05/2017",768,"SantaClara",3.5,"2016-17","PortlandU",136.5,-3.5
"407","1/05/2017",770,"Pepperdine",140.5,"2016-17","LoyolaMarymount",2.5,2.5
"408","1/05/2017",772,"USC",9,"2016-17","Stanford",143.5,-9
"409","1/05/2017",774,"Belmont",13.5,"2016-17","TennMartin",154.5,-13.5
"410","1/05/2017",776,"TennesseeChat",12.5,"2016-17","Wofford",140.5,-12.5
"411","1/05/2017",778,"TheCitadel",186,"2016-17","ETennesseeSt",15,15
"412","1/05/2017",780,"Mercer",11.5,"2016-17","VMI",137.5,-11.5
"413","1/05/2017",782,"MoreheadState",4,"2016-17","EasternIllinois",145.5,-4
"414","1/05/2017",784,"Manhattan",3,"2016-17","Fairfield",151.5,-3
"415","1/05/2017",786,"Samford",2.5,"2016-17","Furman",139,-2.5
"416","1/05/2017",788,"NorthDakotaState",5.5,"2016-17","IUPUI",142.5,-5.5
"417","1/05/2017",790,"EasternKentucky",6.5,"2016-17","SIUEdwardsville",141,-6.5
"418","1/05/2017",792,"NorthDakota",16,"2016-17","NorthernArizona",153.5,-16
"419","1/05/2017",794,"TennesseeState",11.5,"2016-17","SEMissouriSt",137.5,-11.5
"420","1/05/2017",796,"TennesseeTech",6.5,"2016-17","AustinPeay",156,-6.5
"421","1/05/2017",798,"JacksonvilleSt",5,"2016-17","MurrayState",148,-5
"422","1/05/2017",800,"No.Colorado",11,"2016-17","SouthernUtah",158,-11
"423","1/05/2017",802,"E.Washington",5.5,"2016-17","MontanaState",157,-5.5
"424","1/05/2017",804,"IdahoU",136.5,"2016-17","Montana",1,1
"425","1/05/2018",822,"Toledo",8.5,"2017-18","Akron",154,-8.5
"426","1/05/2018",824,"Northeastern",5.5,"2017-18","Elon",141,-5.5
"427","1/05/2018",826,"DetroitU",153.5,"2017-18","WrightState",5,5
"428","1/05/2018",828,"Rutgers",124.5,"2017-18","Wisconsin",3,3
"429","1/05/2018",830,"Hofstra",7.5,"2017-18","JamesMadison",151,-7.5
"430","1/05/2018",834,"Oakland",3,"2017-18","NorthernKentucky",160.5,-3
"431","1/05/2018",836,"Towson",9.5,"2017-18","NCWilmington",154,-9.5
"432","1/05/2018",838,"Drexel",139.5,"2017-18","CollCharleston",5,5
"433","1/05/2018",840,"Delaware",2,"2017-18","William&Mary",151.5,-2
"434","1/05/2018",842,"PennState",5.5,"2017-18","Northwestern",137,-5.5
"435","1/05/2018",844,"OregonState",144,"2017-18","Oregon",2.5,2.5
"436","1/05/2018",846,"Monmouth",5.5,"2017-18","Manhattan",138,-5.5
"437","1/05/2018",848,"Rider",5.5,"2017-18","Fairfield",155,-5.5
"438","1/05/2018",850,"Iona",5.5,"2017-18","St.Peter's",140,-5.5
"439","1/05/2018",852,"Siena",156,"2017-18","Niagara",1,1
"440","1/05/2018",854,"Quinnipiac",145,"2017-18","Canisius",3.5,3.5
"441","1/06/2017",518,"Dayton",138,"2016-17","RhodeIsland",1,1
"442","1/06/2018",518,"Providence",156.5,"2017-18","Xavier",5.5,5.5
"443","1/06/2017",520,"IllinoisChicago",7.5,"2016-17","DetroitU",154.5,-7.5
"444","1/06/2018",520,"Georgia",1,"2017-18","Alabama",141.5,-1
"445","1/06/2017",522,"WiscGreenBay",10,"2016-17","WiscMilwaukee",143,-10
"446","1/06/2018",522,"Connecticut",16,"2017-18","EastCarolina",133.5,-16
"447","1/06/2016",524,"Georgia",9.5,"2015-16","Missouri",134.5,-9.5
"448","1/06/2017",524,"Ohio",6.5,"2016-17","KentState",149.5,-6.5
"449","1/06/2018",524,"Virginia",4.5,"2017-18","NorthCarolina",134,-4.5
"450","1/06/2016",526,"Pittsburgh",8.5,"2015-16","GeorgiaTech",146,-8.5
"451","1/06/2017",526,"Valparaiso",3.5,"2016-17","Oakland",150.5,-3.5
"452","1/06/2018",526,"Georgetown",161,"2017-18","Creighton",5.5,5.5
"453","1/06/2016",528,"WakeForest",158.5,"2015-16","Duke",7.5,7.5
"454","1/06/2017",528,"Monmouth",5.5,"2016-17","Iona",160.5,-5.5
"455","1/06/2018",528,"Clemson",6.5,"2017-18","Louisville",139,-6.5
"456","1/06/2016",530,"Davidson",7.5,"2015-16","Duquesne",166.5,-7.5
"457","1/06/2017",530,"Marist",152,"2016-17","Rider",3.5,3.5
"458","1/06/2018",530,"VirginiaTech",16,"2017-18","Pittsburgh",144.5,-16
"459","1/06/2016",532,"Fordham",9.5,"2015-16","LaSalle",136.5,-9.5
"460","1/06/2017",532,"Akron",11.5,"2016-17","WesternMichigan",150.5,-11.5
"461","1/06/2018",532,"Michigan",10,"2017-18","Illinois",137,-10
"462","1/06/2016",534,"Villanova",15,"2015-16","SetonHall",141,-15
"463","1/06/2018",534,"EasternMichigan",9.5,"2017-18","BowlingGreen",149,-9.5
"464","1/06/2016",536,"Maryland",23.5,"2015-16","Rutgers",140.5,-23.5
"465","1/06/2018",536,"Dayton",8,"2017-18","Massachusetts",139,-8
"466","1/06/2016",538,"Tennessee",143.5,"2015-16","Florida",4.5,4.5
"467","1/06/2018",538,"Syracuse",6.5,"2017-18","NotreDame",128.5,-6.5
"468","1/06/2016",540,"CentralFlorida",8,"2015-16","SouthFlorida",134,-8
"469","1/06/2018",540,"Missouri",0,"2017-18","Florida",147.5,0
"470","1/06/2016",542,"BowlingGreen",3.5,"2015-16","MiamiOhio",131,-3.5
"471","1/06/2018",542,"NCState",169,"2017-18","Duke",12,12
"472","1/06/2016",544,"CentralMichigan",3.5,"2015-16","EasternMichigan",150.5,-3.5
"473","1/06/2018",544,"St.Johns",7.5,"2017-18","Depaul",146.5,-7.5
"474","1/06/2016",546,"BallState",140.5,"2015-16","Toledo",2,2
"475","1/06/2018",546,"IndianaState",5,"2017-18","Drake",144,-5
"476","1/06/2016",548,"SaintLouis",135,"2015-16","GeoWashington",10,10
"477","1/06/2018",548,"BallState",3.5,"2017-18","Buffalo",162.5,-3.5
"478","1/06/2016",550,"NoIllinois",141,"2015-16","Ohio",2,2
"479","1/06/2018",550,"AirForce",144.5,"2017-18","Nevada",14,14
"480","1/06/2016",552,"IllinoisState",7,"2015-16","LoyolaChicago",126,-7
"481","1/06/2018",552,"Harvard",10,"2017-18","Dartmouth",137,-10
"482","1/06/2016",554,"MissouriSt",134.5,"2015-16","NorthernIowa",7,7
"483","1/06/2018",554,"LaSalle",4,"2017-18","VaCommonwealth",149,-4
"484","1/06/2016",556,"Bradley",132,"2015-16","SoIllinois",11,11
"485","1/06/2018",556,"Baylor",2.5,"2017-18","Texas",133,-2.5
"486","1/06/2016",558,"WichitaState",10,"2015-16","Evansville",139.5,-10
"487","1/06/2018",558,"Colorado",150,"2017-18","Arizona",9,9
"488","1/06/2016",560,"Drake",133,"2015-16","IndianaState",1,1
"489","1/06/2018",560,"Purdue",20.5,"2017-18","Nebraska",148,-20.5
"490","1/06/2016",562,"Dayton",13.5,"2015-16","Massachusetts",144,-13.5
"491","1/06/2018",562,"TexasA&M",6.5,"2017-18","LSU",148,-6.5
"492","1/06/2016",564,"GeorgeMason",134.5,"2015-16","St.Bonaventure",3.5,3.5
"493","1/06/2018",564,"GeorgiaState",10.5,"2017-18","ArkansasState",142,-10.5
"494","1/06/2016",566,"MississippiSt",145.5,"2015-16","TexasA&M",6.5,6.5
"495","1/06/2018",566,"Butler",2.5,"2017-18","SetonHall",151.5,-2.5
"496","1/06/2016",568,"IowaState",11,"2015-16","TexasTech",155,-11
"497","1/06/2018",568,"ULMonroe",2.5,"2017-18","AppalachianSt",145,-2.5
"498","1/06/2016",570,"St.Johns",142.5,"2015-16","Xavier",15,15
"499","1/06/2018",570,"Rice",147,"2017-18","CharlotteU",1.5,1.5
"500","1/06/2016",572,"Northwestern",2,"2015-16","OhioState",135.5,-2
"501","1/06/2018",572,"MiamiOhio",142,"2017-18","WesternMichigan",3,3
"502","1/06/2016",574,"Wyoming",5,"2015-16","AirForce",134.5,-5
"503","1/06/2018",574,"Ohio",7,"2017-18","NoIllinois",152,-7
"504","1/06/2016",576,"Oregon",3.5,"2015-16","California",142,-3.5
"505","1/06/2018",576,"Fordham",2,"2017-18","Duquesne",128,-2
"506","1/06/2016",578,"ColoradoState",147,"2015-16","UNLV",3.5,3.5
"507","1/06/2018",578,"ClevelandState",137.5,"2017-18","WiscMilwaukee",3,3
"508","1/06/2016",580,"FresnoState",7.5,"2015-16","Nevada",147,-7.5
"509","1/06/2018",580,"GeoWashington",133.5,"2017-18","RhodeIsland",7,7
"510","1/06/2016",582,"SanDiegoState",19.5,"2015-16","SanJoseState",133,-19.5
"511","1/06/2018",582,"Evansville",1,"2017-18","Bradley",127,-1
"512","1/06/2016",584,"CSNorthridge",153.5,"2015-16","LongBeachState",5.5,5.5
"513","1/06/2018",584,"MemphisU",3,"2017-18","Tulsa",137,-3
"514","1/06/2016",586,"OregonState",6.5,"2015-16","Stanford",133.5,-6.5
"515","1/06/2018",586,"TexasTech",9.5,"2017-18","KansasState",139.5,-9.5
"516","1/06/2016",588,"Hawaii",10.5,"2015-16","CalPolySLO",152,-10.5
"517","1/06/2018",588,"OklahomaState",7.5,"2017-18","IowaState",151,-7.5
"518","1/06/2016",590,"IPFW",5.5,"2015-16","SouthDakota",161.5,-5.5
"519","1/06/2018",590,"Valparaiso",3,"2017-18","SoIllinois",138.5,-3
"520","1/06/2016",592,"EasternIllinois",135.5,"2015-16","TennesseeState",1,1
"521","1/06/2018",592,"BostonCollege",2.5,"2017-18","WakeForest",151,-2.5
"522","1/06/2016",594,"DenverU",6.5,"2015-16","OralRoberts",136.5,-6.5
"523","1/06/2018",594,"WashingtonState",154.5,"2017-18","WashingtonU",3,3
"524","1/06/2016",596,"SIUEdwardsville",156,"2015-16","Belmont",11.5,11.5
"525","1/06/2018",596,"Pepperdine",139.5,"2017-18","SanFrancisco",7,7
"526","1/06/2018",598,"Mississippi",2.5,"2017-18","MississippiSt",147.5,-2.5
"527","1/06/2018",600,"GeorgiaSouthern",12,"2017-18","ArkansasLR",134.5,-12
"528","1/06/2018",602,"SouthernMiss",1,"2017-18","TexSanAntonio",151,-1
"529","1/06/2018",604,"FlaAtlantic",139,"2017-18","MiddleTennSt",11.5,11.5
"530","1/06/2018",606,"MinnesotaU",8,"2017-18","IndianaU",148.5,-8
"531","1/06/2018",608,"UTArlington",12,"2017-18","SouthAlabama",148,-12
"532","1/06/2018",610,"ColoradoState",139,"2017-18","FresnoState",4,4
"533","1/06/2018",612,"TexasState",1.5,"2017-18","Troy",137.5,-1.5
"534","1/06/2018",614,"Auburn",4,"2017-18","Arkansas",167.5,-4
"535","1/06/2018",616,"NorthTexas",132,"2017-18","OldDominion",7,7
"536","1/06/2018",618,"California",157,"2017-18","UCLA",7.5,7.5
"537","1/06/2018",620,"SouthCarolina",3.5,"2017-18","Vanderbilt",136.5,-3.5
"538","1/06/2018",622,"FloridaIntl",139,"2017-18","UAB",10,10
"539","1/06/2018",624,"YoungstownState",1.5,"2017-18","WiscGreenBay",158,-1.5
"540","1/06/2018",626,"Marshall",163.5,"2017-18","WesternKentucky",1.5,1.5
"541","1/06/2018",628,"LouisianaTech",10,"2017-18","UTEP",138,-10
"542","1/06/2018",630,"GeorgiaTech",9,"2017-18","Yale",139.5,-9
"543","1/06/2018",632,"KentState",0,"2017-18","CentralMichigan",145.5,0
"544","1/06/2018",634,"WestVirginia",6,"2017-18","Oklahoma",173.5,-6
"545","1/06/2018",636,"Villanova",15.5,"2017-18","Marquette",162,-15.5
"546","1/06/2018",638,"Wyoming",151,"2017-18","BoiseState",1,1
"547","1/06/2018",640,"SaintLouis",5,"2017-18","Richmond",129,-5
"548","1/06/2018",642,"St.Josephs",147,"2017-18","St.Bonaventure",3,3
"549","1/06/2018",644,"ULLafayette",7,"2017-18","CoastalCarolina",150,-7
"550","1/06/2018",646,"NewMexico",10,"2017-18","SanJoseState",141,-10
"551","1/06/2018",648,"Tennessee",4,"2017-18","Kentucky",147.5,-4
"552","1/06/2018",650,"TCU",161.5,"2017-18","Kansas",2,2
"553","1/06/2018",652,"Pacific",135.5,"2017-18","BYU",6.5,6.5
"554","1/06/2018",654,"CSNorthridge",138.5,"2017-18","Hawaii",7.5,7.5
"555","1/06/2018",656,"CalPolySLO",2,"2017-18","CSFullerton",139,-2
"556","1/06/2018",658,"UNLV",9.5,"2017-18","UtahState",155,-9.5
"557","1/06/2018",660,"SantaClara",7.5,"2017-18","PortlandU",134.5,-7.5
"558","1/06/2018",662,"CalIrvine",7,"2017-18","LongBeachState",147,-7
"559","1/06/2018",664,"CalSantaBarb",11.5,"2017-18","CalRiverside",144,-11.5
"560","1/06/2018",666,"LoyolaMarymount",153.5,"2017-18","Gonzaga",19,19
"561","1/06/2018",668,"SaintMarysCA",13.5,"2017-18","SanDiego",137,-13.5
"562","1/06/2018",670,"VMI",136.5,"2017-18","NCGreensboro",13.5,13.5
"563","1/06/2018",672,"SouthDakota",8.5,"2017-18","NDakotaSt",142.5,-8.5
"564","1/06/2018",674,"DenverU",151.5,"2017-18","IPFW",3,3
"565","1/06/2018",676,"MontanaState",8.5,"2017-18","NorthDakota",156,-8.5
"566","1/06/2018",678,"EasternKentucky",2,"2017-18","EasternIllinois",136.5,-2
"567","1/06/2018",680,"MoreheadState",6.5,"2017-18","SIUEdwardsville",147.5,-6.5
"568","1/06/2018",682,"Furman",3,"2017-18","Mercer",147.5,-3
"569","1/06/2018",684,"TennesseeChat",134,"2017-18","ETennesseeSt",8.5,8.5
"570","1/06/2018",686,"E.Washington",10.5,"2017-18","SacramentoState",142,-10.5
"571","1/06/2018",688,"TennesseeState",2.5,"2017-18","TennesseeTech",137.5,-2.5
"572","1/06/2018",690,"Belmont",6.5,"2017-18","JacksonvilleSt",140.5,-6.5
"573","1/06/2018",692,"Wofford",16.5,"2017-18","TheCitadel",166,-16.5
"574","1/06/2018",694,"AustinPeay",6,"2017-18","SEMissouriSt",145.5,-6
"575","1/06/2018",696,"Samford",5,"2017-18","WesternCarolina",148,-5
"576","1/06/2018",698,"NebraskaOmaha",163,"2017-18","SouthDakotaState",9,9
"577","1/06/2018",700,"OralRoberts",8.5,"2017-18","WesternIllinois",140.5,-8.5
"578","1/06/2018",702,"MurrayState",15,"2017-18","TennMartin",143.5,-15
"579","1/06/2018",704,"WeberState",10,"2017-18","SouthernUtah",157.5,-10
"580","1/06/2018",706,"IdahoState",8.5,"2017-18","NorthernArizona",143.5,-8.5
"581","1/06/2018",708,"Montana",7.5,"2017-18","No.Colorado",149.5,-7.5
"582","1/06/2018",710,"IdahoU",3.5,"2017-18","PortlandState",157.5,-3.5
"583","1/06/2018",712,"Pennsylvania",2.5,"2017-18","Princeton",140,-2.5
"584","1/07/2016",710,"MiddleTennSt",9,"2015-16","UTEP",137,-9
"585","1/07/2016",712,"Marshall",11.5,"2015-16","FlaAtlantic",153,-11.5
"586","1/07/2016",714,"CollCharleston",145,"2015-16","Hofstra",3,3
"587","1/07/2016",716,"Towson",144.5,"2015-16","NCWilmington",3.5,3.5
"588","1/07/2016",718,"Northeastern",11.5,"2015-16","Delaware",138.5,-11.5
"589","1/07/2017",718,"Syracuse",4.5,"2016-17","Pittsburgh",145.5,-4.5
"590","1/07/2016",720,"BostonCollege",139,"2015-16","NotreDame",9.5,9.5
"591","1/07/2017",720,"PennState",142.5,"2016-17","MichiganState",5,5
"592","1/07/2016",722,"JamesMadison",8,"2015-16","Elon",156.5,-8
"593","1/07/2017",722,"Temple",8.5,"2016-17","EastCarolina",127.5,-8.5
"594","1/07/2016",724,"Drexel",137,"2015-16","William&Mary",4,4
"595","1/07/2017",724,"SetonHall",14,"2016-17","Depaul",142,-14
"596","1/07/2016",726,"NCState",134,"2015-16","Louisville",6.5,6.5
"597","1/07/2017",726,"Georgetown",146.5,"2016-17","Butler",2.5,2.5
"598","1/07/2016",728,"SMU",6.5,"2015-16","Cincinnati",136.5,-6.5
"599","1/07/2017",728,"BallState",4,"2016-17","BowlingGreen",148,-4
"600","1/07/2016",730,"AppalachianSt",152,"2015-16","UTArlington",13,13
"601","1/07/2017",730,"AppalachianSt",0,"2016-17","ArkansasLR",138,0
"602","1/07/2016",732,"GeorgiaSouthern",4.5,"2015-16","SouthAlabama",148,-4.5
"603","1/07/2017",732,"WestVirginia",13.5,"2016-17","TCU",145,-13.5
"604","1/07/2016",734,"ClevelandState",149,"2015-16","WiscGreenBay",3.5,3.5
"605","1/07/2017",734,"Elon",2,"2016-17","Towson",144,-2
"606","1/07/2016",736,"GeorgiaState",12.5,"2015-16","Troy",139,-12.5
"607","1/07/2017",736,"CoastalCarolina",142.5,"2016-17","ArkansasState",4.5,4.5
"608","1/07/2016",738,"YoungstownState",154.5,"2015-16","WiscMilwaukee",6.5,6.5
"609","1/07/2017",738,"Georgia",12.5,"2016-17","Missouri",138.5,-12.5
"610","1/07/2016",740,"SouthernMiss",133,"2015-16","CharlotteU",4.5,4.5
"611","1/07/2017",740,"VaCommonwealth",11,"2016-17","Massachusetts",150,-11
"612","1/07/2016",742,"UAB",20,"2015-16","TexSanAntonio",153,-20
"613","1/07/2017",742,"NorthernKentucky",7.5,"2016-17","ClevelandState",134.5,-7.5
"614","1/07/2016",744,"WesternKentucky",7.5,"2015-16","FloridaIntl",135.5,-7.5
"615","1/07/2017",744,"SouthCarolina",5.5,"2016-17","TexasA&M",126.5,-5.5
"616","1/07/2016",746,"ArkansasLR",5.5,"2015-16","ULLafayette",142.5,-5.5
"617","1/07/2017",746,"FloridaState",9,"2016-17","VirginiaTech",159.5,-9
"618","1/07/2016",748,"ArkansasState",2,"2015-16","ULMonroe",145,-2
"619","1/07/2017",748,"Duke",26.5,"2016-17","BostonCollege",149,-26.5
"620","1/07/2016",750,"UCLA",151.5,"2015-16","Arizona",3,3
"621","1/07/2017",750,"GeorgiaTech",130.5,"2016-17","Louisville",13,13
"622","1/07/2016",752,"Mississippi",5.5,"2015-16","Alabama",133.5,-5.5
"623","1/07/2017",752,"FlaAtlantic",3,"2016-17","FloridaIntl",132.5,-3
"624","1/07/2016",754,"MichiganState",13.5,"2015-16","Illinois",142.5,-13.5
"625","1/07/2017",754,"Providence",149,"2016-17","Creighton",5.5,5.5
"626","1/07/2016",756,"Purdue",9,"2015-16","Michigan",132,-9
"627","1/07/2016",758,"LouisianaTech",3,"2015-16","OldDominion",136,-3
"628","1/07/2017",758,"IndianaState",135,"2016-17","IllinoisState",3.5,3.5
"629","1/07/2016",760,"Pepperdine",9.5,"2015-16","Pacific",139,-9.5
"630","1/07/2017",760,"ColoradoState",7.5,"2016-17","AirForce",143,-7.5
"631","1/07/2016",762,"LoyolaMarymount",138.5,"2015-16","SaintMarysCA",12,12
"632","1/07/2017",762,"GeorgiaState",6.5,"2016-17","SouthAlabama",137,-6.5
"633","1/07/2016",764,"SanDiego",2,"2015-16","SanFrancisco",139.5,-2
"634","1/07/2017",764,"Xavier",14,"2016-17","St.Johns",152.5,-14
"635","1/07/2016",766,"USC",5.5,"2015-16","ArizonaState",154.5,-5.5
"636","1/07/2017",766,"EasternMichigan",7.5,"2016-17","Buffalo",154.5,-7.5
"637","1/07/2016",768,"CalIrvine",12.5,"2015-16","UCDavis",128,-12.5
"638","1/07/2017",768,"WashingtonU",10.5,"2016-17","OregonState",142,-10.5
"639","1/07/2016",770,"BYU",16.5,"2015-16","SantaClara",151.5,-16.5
"640","1/07/2017",770,"NorthTexas",130.5,"2016-17","MiddleTennSt",11,11
"641","1/07/2016",772,"CalRiverside",5,"2015-16","CSFullerton",138.5,-5
"642","1/07/2017",772,"KansasState",11.5,"2016-17","Oklahoma",134.5,-11.5
"643","1/07/2016",774,"IUPUI",143.5,"2015-16","SouthDakotaSt",7,7
"644","1/07/2017",774,"Fordham",0,"2016-17","St.Josephs",132,0
"645","1/07/2016",776,"MoreheadState",16,"2015-16","SEMissouriSt",135.5,-16
"646","1/07/2017",776,"NotreDame",4,"2016-17","Clemson",143.5,-4
"647","1/07/2016",778,"Niagara",123.5,"2015-16","St.Peter's",2.5,2.5
"648","1/07/2017",778,"Michigan",8,"2016-17","Maryland",133.5,-8
"649","1/07/2016",780,"Siena",5.5,"2015-16","Fairfield",156.5,-5.5
"650","1/07/2017",780,"LSU",2.5,"2016-17","MississippiSt",151.5,-2.5
"651","1/07/2016",782,"Canisius",10,"2015-16","Manhattan",154.5,-10
